date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:37	31215/31215	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:33:39%20GMT	http://www.vrlgroup.in/directors.aspx	F:/mywebsite11/1q/www.vrlgroup.in/directors.html	(from http://www.vrlgroup.in/)
21:03:38	32263/32263	---M--	200	added ('OK')	image/png	etag:%2294357e10b08dd71:0%22	http://www.vrlgroup.in/v4_images/logoicon.png	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/logoicon.png	(from http://www.vrlgroup.in/)
21:03:38	21241/21241	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:33:40%20GMT	http://www.vrlgroup.in/vrl_logistics_service.aspx	F:/mywebsite11/1q/www.vrlgroup.in/vrl_logistics_service.html	(from http://www.vrlgroup.in/)
21:03:39	17534/17534	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:33:41%20GMT	http://www.vrlgroup.in/vrl_travels_service.aspx	F:/mywebsite11/1q/www.vrlgroup.in/vrl_travels_service.html	(from http://www.vrlgroup.in/)
21:03:40	16807/16807	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:33:41%20GMT	http://www.vrlgroup.in/vrl_air_service.aspx	F:/mywebsite11/1q/www.vrlgroup.in/vrl_air_service.html	(from http://www.vrlgroup.in/)
21:03:40	13853/13853	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:33:41%20GMT	http://www.vrlgroup.in/vrl_other_service.aspx	F:/mywebsite11/1q/www.vrlgroup.in/vrl_other_service.html	(from http://www.vrlgroup.in/)
21:03:41	23891/23891	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:33:43%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.html	(from http://www.vrlgroup.in/)
21:03:42	19148/19148	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:33:44%20GMT	http://www.vrlgroup.in/contact_us.aspx	F:/mywebsite11/1q/www.vrlgroup.in/contact_us.html	(from http://www.vrlgroup.in/)
21:03:42	38870/38870	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:33:45%20GMT	http://www.vrlgroup.in/vrl_branch_list.aspx	F:/mywebsite11/1q/www.vrlgroup.in/vrl_branch_list.html	(from http://www.vrlgroup.in/)
21:03:44	27949/27949	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:33:45%20GMT	http://www.vrlgroup.in/track_consignment.aspx	F:/mywebsite11/1q/www.vrlgroup.in/track_consignment.html	(from http://www.vrlgroup.in/)
21:03:45	7731/7731	---M--	200	added ('OK')	image/png	etag:%22b05087addc91d81:0%22	http://www.vrlgroup.in/v4_images/VRLPOP-1.png	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/VRLPOP-1.png	(from http://www.vrlgroup.in/)
21:03:46	4044/4044	---M--	200	added ('OK')	image/svg+xml	etag:%22522219b4ae8dd71:0%22	http://www.vrlgroup.in/v4_images/VRL-Truck.svg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/VRL-Truck.svg	(from http://www.vrlgroup.in/)
21:03:46	5043/5043	---M--	200	added ('OK')	image/svg+xml	etag:%2250fdf2b3ae8dd71:0%22	http://www.vrlgroup.in/v4_images/VRL-FLIGHT.svg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/VRL-FLIGHT.svg	(from http://www.vrlgroup.in/)
21:04:00	90267/90267	---M--	200	added ('OK')	image/png	etag:%22a7655caddc91d81:0%22	http://www.vrlgroup.in/v4_images/VRLPOP-3.png	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/VRLPOP-3.png	(from http://www.vrlgroup.in/)
21:04:06	35961/35961	---M--	200	added ('OK')	image/jpeg	etag:%22c01c9fafae8dd71:0%22	http://www.vrlgroup.in/v4_images/cmd_index.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/cmd_index.jpg	(from http://www.vrlgroup.in/)
21:04:12	32760/32760	---M--	200	added ('OK')	image/jpeg	etag:%22d09cd1b3ae8dd71:0%22	http://www.vrlgroup.in/v4_images/md_index.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/md_index.jpg	(from http://www.vrlgroup.in/)
21:04:12	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sun,%2027%20Aug%202023%2015:34:15%20GMT	http://connect.facebook.net/en_US/sdk.js	F:/mywebsite11/1q/connect.facebook.net/en_US/sdk.1b.delayed	(from http://www.vrlgroup.in/)
21:04:14	177427/177427	---M--	200	added ('OK')	image/png	etag:%22f5241baedc91d81:0%22	http://www.vrlgroup.in/v4_images/VRLPOP-2.png	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/VRLPOP-2.png	(from http://www.vrlgroup.in/)
21:04:15	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253bf6db302c7a1224ac2dc2acd46f80f%22	https://connect.facebook.net/en_US/sdk.js	F:/mywebsite11/1q/connect.facebook.net/en_US/sdk.js	(from http://www.vrlgroup.in/)
21:04:16	20676/20676	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:34:18%20GMT	http://www.vrlgroup.in/gst_forms.aspx	F:/mywebsite11/1q/www.vrlgroup.in/gst_forms.html	(from http://www.vrlgroup.in/)
21:04:17	29193/29193	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:34:18%20GMT	http://www.vrlgroup.in/vrl_terms_and_conditions.aspx	F:/mywebsite11/1q/www.vrlgroup.in/vrl_terms_and_conditions.html	(from http://www.vrlgroup.in/)
21:04:17	9968/9968	---M--	200	added ('OK')	text/html	etag:%22bf79b5aeae8dd71:0%22	http://www.vrlgroup.in/VAT%20Forms.htm	F:/mywebsite11/1q/www.vrlgroup.in/VAT%20Forms.html	(from http://www.vrlgroup.in/)
21:04:18	35031/35031	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:34:20%20GMT	http://www.vrlgroup.in/vigil_policy.aspx	F:/mywebsite11/1q/www.vrlgroup.in/vigil_policy.html	(from http://www.vrlgroup.in/)
21:04:23	26220/26220	---M--	200	added ('OK')	image/png	etag:%22e5a45bc091d81:0%22	http://www.vrlgroup.in/v4_images/DVA.png	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/DVA.png	(from http://www.vrlgroup.in/)
21:04:24	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:%220339aa9ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/jquery/jquery.min.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/jquery/jquery.min.js	(from http://www.vrlgroup.in/)
21:04:26	2532/2532	---M--	200	added ('OK')	application/javascript	etag:%227bd2f6a9ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/jquery.easing/jquery.easing.min.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/jquery.easing/jquery.easing.min.js	(from http://www.vrlgroup.in/)
21:04:27	5020/5020	---M-Z	200	added ('OK')	application/javascript	etag:%2280f663abae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/php-email-form/validate.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/php-email-form/validate.js	(from http://www.vrlgroup.in/)
21:04:28	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:%2208dfcabae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/waypoints/jquery.waypoints.min.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/waypoints/jquery.waypoints.min.js	(from http://www.vrlgroup.in/)
21:04:28	84378/84378	---M-Z	200	added ('OK')	application/javascript	etag:%2280156ea5ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from http://www.vrlgroup.in/)
21:04:29	2406/2406	---M--	200	added ('OK')	application/javascript	etag:%228cf2c3a6ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/counterup/counterup.min.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/counterup/counterup.min.js	(from http://www.vrlgroup.in/)
21:04:31	15022/15022	---M-Z	200	added ('OK')	application/javascript	etag:%2208dfcabae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/venobox/venobox.min.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/venobox/venobox.min.js	(from http://www.vrlgroup.in/)
21:04:31	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:%22809c1a9ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/isotope-layout/isotope.pkgd.min.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from http://www.vrlgroup.in/)
21:04:32	5879/5879	---M-Z	200	added ('OK')	application/javascript	etag:%220f841a1ae8dd71:0%22	http://www.vrlgroup.in/assets/js/main.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/js/main.js	(from http://www.vrlgroup.in/)
21:04:33	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%2280c932aaae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/owl.carousel/owl.carousel.min.js	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/owl.carousel/owl.carousel.min.js	(from http://www.vrlgroup.in/)
21:04:51	435418/435418	---M--	200	added ('OK')	image/jpeg	etag:%22d6f49499d4cfd71:0%22	http://www.vrlgroup.in/v4_images/WEB--IMG_6638.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/WEB--IMG_6638.jpg	(from http://www.vrlgroup.in/)
21:05:36	273536/273536	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22942b94a7ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/boxicons/fonts/boxicons.eot	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/boxicons/fonts/boxicons.eot	(from http://www.vrlgroup.in/assets/vendor/boxicons/css/boxicons.min.css)
21:05:52	93260/93260	---M--	200	added ('OK')	application/font-woff2	etag:%2249c651a8ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/boxicons/fonts/boxicons.woff2	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/boxicons/fonts/boxicons.woff2	(from http://www.vrlgroup.in/assets/vendor/boxicons/css/boxicons.min.css)
21:06:00	537868/537868	---M--	200	added ('OK')	application/font-woff2	etag:%226f61a3a9ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/icofont/fonts/icofont.woff2	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/icofont/fonts/icofont.woff2	(from http://www.vrlgroup.in/assets/vendor/icofont/icofont.min.css)
21:06:04	865498/865498	---M--	200	added ('OK')	image/jpeg	etag:%22989cbeb2ae8dd71:0%22	http://www.vrlgroup.in/v4_images/cmd_sir_desk.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/cmd_sir_desk.jpg	(from http://www.vrlgroup.in/)
21:06:10	975365/975365	---M--	200	added ('OK')	image/svg+xml	etag:%22b5c28fa8ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/boxicons/fonts/boxicons.svg?	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/boxicons/fonts/boxiconsd41d.svg	(from http://www.vrlgroup.in/assets/vendor/boxicons/css/boxicons.min.css)
21:06:22	645604/645604	---M--	200	added ('OK')	font/x-woff	etag:%22a58094a9ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/icofont/fonts/icofont.woff	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/icofont/fonts/icofont.woff	(from http://www.vrlgroup.in/assets/vendor/icofont/icofont.min.css)
21:06:28	35961/35961	---M--	200	added ('OK')	image/jpeg	etag:%228c8122b0ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/cmd.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/cmd.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:06:34	32760/32760	---M--	200	added ('OK')	image/jpeg	etag:%22589645b1ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/md.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/md.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:06:36	8519/8519	---M--	200	added ('OK')	image/jpeg	etag:%22db9a26b1ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/K_N_Umesh.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/K_N_Umesh.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:06:40	273444/273444	---M--	200	added ('OK')	font/x-woff	etag:%22f32673a8ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/boxicons/fonts/boxicons.woff	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/boxicons/fonts/boxicons.woff	(from http://www.vrlgroup.in/assets/vendor/boxicons/css/boxicons.min.css)
21:06:47	39070/39070	---M--	200	added ('OK')	image/jpeg	etag:%229f76fb3ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/Prabhakar_Kore.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/Prabhakar_Kore.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:06:48	273368/273368	---M--	200	added ('OK')	application/octet-stream	etag:%22ff634fa8ae8dd71:0%22	http://www.vrlgroup.in/assets/vendor/boxicons/fonts/boxicons.ttf	F:/mywebsite11/1q/www.vrlgroup.in/assets/vendor/boxicons/fonts/boxicons.ttf	(from http://www.vrlgroup.in/assets/vendor/boxicons/css/boxicons.min.css)
21:06:51	25311/25311	---M--	200	added ('OK')	image/jpeg	etag:%22cae353b1ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/Medha_Pawar.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/Medha_Pawar.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:06:52	23643/23643	---M--	200	added ('OK')	image/jpeg	etag:%22a256b9afae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/Anand_Pandurangi.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/Anand_Pandurangi.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:06:55	22174/22174	---M--	200	added ('OK')	image/jpeg	etag:%2248dccfb1ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/Raghottam_Akamanchi.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/Raghottam_Akamanchi.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:07:00	47089/47089	---M--	200	added ('OK')	image/jpeg	etag:%22c33a47b2ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/SVLadwa.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/SVLadwa.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:07:02	40024/40024	---M--	200	added ('OK')	image/jpeg	etag:%229299d8afae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/Ashok_Shetter.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/Ashok_Shetter.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:07:08	45183/45183	---M--	200	added ('OK')	image/jpeg	etag:%22a665d9b1ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/Smriti_Bellad.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/Smriti_Bellad.jpg	(from http://www.vrlgroup.in/directors.aspx)
21:07:21	119057/119057	---M--	200	added ('OK')	image/png	etag:%225a78bdb0ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bod/Gurudas_Narekuli.png	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bod/Gurudas_Narekuli.png	(from http://www.vrlgroup.in/directors.aspx)
21:08:28	494677/494677	---M--	200	added ('OK')	image/jpeg	etag:%224685dab4ae8dd71:0%22	http://www.vrlgroup.in/v4_images/vrl_travels.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/vrl_travels.jpg	(from http://www.vrlgroup.in/vrl_travels_service.aspx)
21:09:58	963888/963888	---M--	200	added ('OK')	image/jpeg	etag:%22d35b16b5ae8dd71:0%22	http://www.vrlgroup.in/v4_images/vrl_air_charter.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/vrl_air_charter.jpg	(from http://www.vrlgroup.in/vrl_air_service.aspx)
21:09:59	23925/23925	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:01%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=overview	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk1b31.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:09:59	33023/33023	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:01%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_q_results	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk7e72.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:00	22531/22531	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:03%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_a_reports	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_deskcb7b.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:01	21353/21353	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:04%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=Name_and_Contact_Details_of_RTA	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk14a9.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:02	22581/22581	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:04%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk660b.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:03	22703/22703	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:05%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk0a67.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:03	132/132	---M--	302	error ('Found')	text/html	date:Sun,%2027%20Aug%202023%2015:40:05%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.4998cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:04	24338/24338	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:07%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=management_team	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_deskb5a7.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:05	19978/19978	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:07%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=compliance_officer	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk7509.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:05	20722/20722	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:08%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=nodal_officer	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_deske3ee.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:06	21157/21157	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:08%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presiding_officer	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk7999.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:15	615851/615851	---M--	200	added ('OK')	image/jpeg	etag:%22338f97b3ae8dd71:0%22	http://www.vrlgroup.in/v4_images/investor_desk.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/investor_desk.jpg	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:16	23612/23612	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:18%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_committees	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk85fc.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:16	27343/27343	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:19%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk2ec3.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:18	27918/27918	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:20%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=share_holding	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_deskb150.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:19	23129/23129	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:22%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=investor_concall	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_deske81c.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:10:20	21594/21594	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:40:22%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=unclaimed_dividend	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk72c8.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:11:21	437292/437292	---M--	200	added ('OK')	application/pdf	etag:%22c55aebca7871d71:0%22	http://www.vrlgroup.in/investor_download/Terms%20of%20Appointment%20of%20Independent%20Director_2.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Terms%20of%20Appointment%20of%20Independent%20Director_2.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:11:22	21291/21291	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:41:25%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=annual_return	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_deskd02a.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:11:24	26954/26954	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:41:26%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=notice	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk001e.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:11:25	102055/102055	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:41:27%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=exchange_filings	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk4320.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:11:26	22906/22906	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:41:28%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=buy_back2023	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk7e9a.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:11:27	31226/31226	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:41:29%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=buy_back&YEARMONTH=2021FEB	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk21ed.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:11:28	42531/42531	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:41:30%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=buy_back&YEARMONTH=2017	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk628b.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
21:11:42	1955610/1955610	---M--	200	added ('OK')	image/jpeg	etag:%229e678bb0ae8dd71:0%22	http://www.vrlgroup.in/v4_images/bg_index.jpg	F:/mywebsite11/1q/www.vrlgroup.in/v4_images/bg_index.jpg	(from http://www.vrlgroup.in/our_history.aspx)
21:11:43	19777/19777	---M--	200	added ('OK')	text/html	date:Sun,%2027%20Aug%202023%2015:41:45%20GMT	http://www.vrlgroup.in/vrl_investors_desk.aspx?display=press_release	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_deskf47e.html	(from http://www.vrlgroup.in/vrl_investors_desk.aspx)
